long,lat,gps_speed_ms,gps_speed_kmh,altitude,g_total,engine_load,engine_rpm,throttle_position,intake_air_temperature,fuel_level,kpl,kpl_avg,trip_distance,gps_time,device_time
6.09525531,50.77682958,0.0,0.0,214.0,0.032278478145599365,28.627450942993164,872.5,83.52941131591797,7.0,,0.0,4.139545917510986,0.2709473669528961,Sat Mar 07 08:09:11 MEZ 2015,07Mär.2015 08:09:10.038
6.09526155,50.77682068,0.0,0.0,213.0,0.0016544461250305176,29.019607543945313,871.5,83.52941131591797,7.0,,0.0,4.139545917510986,0.27203086018562317,Sat Mar 07 08:09:12 MEZ 2015,07Mär.2015 08:09:11.041
6.09526377,50.77681642,0.0,0.0,213.0,0.036662280559539795,90.98039245605469,1161.0,83.52941131591797,7.0,,0.0,4.139545917510986,0.2725299596786499,Sat Mar 07 08:09:13 MEZ 2015,07Mär.2015 08:09:12.039
6.09526603,50.77681697,0.25,0.8999999761581421,213.0,0.03295177221298218,69.01960754394531,1074.0,83.52941131591797,10.0,,0.7160218358039856,4.068222522735596,0.272700697183609,Sat Mar 07 08:09:14 MEZ 2015,07Mär.2015 08:09:13.053
6.09528598,50.77680859,1.0,3.5999999046325684,212.0,0.0074076056480407715,38.82352828979492,874.0,83.52941131591797,10.0,,1.3299349546432495,4.068222522735596,0.2743886411190033,Sat Mar 07 08:09:15 MEZ 2015,07Mär.2015 08:09:14.044
6.0952997,50.77682867,1.75,6.299999713897705,214.0,0.05237299203872681,22.352941513061523,970.5,83.52941131591797,7.0,,2.4012813568115234,4.028976917266846,0.2768230438232422,Sat Mar 07 08:09:16 MEZ 2015,07Mär.2015 08:09:15.037
6.0953254,50.77683114,1.75,6.299999713897705,213.0,0.019975721836090088,27.843137741088867,938.5,83.52941131591797,7.0,,1.9172667264938354,3.9867424964904785,0.2786564826965332,Sat Mar 07 08:09:17 MEZ 2015,07Mär.2015 08:09:16.037
6.09534012,50.77683556,1.5,5.399999618530273,211.0,0.033451616764068604,25.490196228027344,876.5,83.52941131591797,7.0,,0.0,3.9867424964904785,0.2798052728176117,Sat Mar 07 08:09:18 MEZ 2015,07Mär.2015 08:09:17.052
6.09533328,50.77684179,0.0,0.0,211.0,0.03219109773635864,28.627450942993164,867.5,83.52941131591797,7.0,,0.0,3.9867424964904785,0.28064972162246704,Sat Mar 07 08:09:19 MEZ 2015,07Mär.2015 08:09:18.042
6.09533312,50.77684407,0.0,0.0,211.0,0.04861634969711304,94.11764526367188,1128.5,83.52941131591797,9.0,,0.2129395604133606,3.9867424964904785,0.2809036076068878,Sat Mar 07 08:09:20 MEZ 2015,07Mär.2015 08:09:19.038
6.09532125,50.77684264,0.75,2.6999998092651367,211.0,0.020915091037750244,87.8431396484375,1538.0,83.52941131591797,13.0,,1.4958475828170776,3.9293839931488037,0.28175583481788635,Sat Mar 07 08:09:21 MEZ 2015,07Mär.2015 08:09:20.040
6.09529538,50.77683874,1.25,4.5,210.0,0.046945035457611084,10.588235855102539,1691.5,83.52941131591797,13.0,,2.2009663581848145,3.8961453437805176,0.28363141417503357,Sat Mar 07 08:09:22 MEZ 2015,07Mär.2015 08:09:21.039
6.09524329,50.77682844,3.25,11.699999809265137,208.0,0.006850600242614746,69.80392456054688,961.5,83.52941131591797,6.0,,3.510587215423584,3.925713539123535,0.28748005628585815,Sat Mar 07 08:09:23 MEZ 2015,07Mär.2015 08:09:22.038
6.09518928,50.77681946,3.5,12.59999942779541,208.0,0.06831592321395874,83.52941131591797,1132.5,83.52941131591797,9.0,,2.6315271854400635,3.901747226715088,0.2914184033870697,Sat Mar 07 08:09:24 MEZ 2015,07Mär.2015 08:09:23.041
6.0951324,50.77681129,3.5,12.59999942779541,207.0,9.88304615020752E4,86.2745132446289,1483.0,83.52941131591797,13.0,,2.8292250633239746,3.882246971130371,0.2955320179462433,Sat Mar 07 08:09:25 MEZ 2015,07Mär.2015 08:09:24.036
6.0950853,50.77680458,3.25,11.699999809265137,207.0,0.01272130012512207,80.39215850830078,1706.0,83.52941131591797,15.0,,1.8921465873718262,3.8467094898223877,0.29893699288368225,Sat Mar 07 08:09:26 MEZ 2015,07Mär.2015 08:09:25.041
6.09503591,50.77680464,3.25,11.699999809265137,207.0,0.006439924240112305,22.745098114013672,1952.0,83.52941131591797,15.0,,1.648451805114746,3.808143377304077,0.3024206757545471,Sat Mar 07 08:09:27 MEZ 2015,07Mär.2015 08:09:26.053
6.09498854,50.77681712,3.25,11.699999809265137,208.0,0.017009377479553223,49.01960754394531,1332.5,30.980392456054688,15.0,,4.490411281585693,3.808807134628296,0.30603882670402527,Sat Mar 07 08:09:28 MEZ 2015,07Mär.2015 08:09:27.039
6.09495361,50.7768507,3.5,12.59999942779541,210.0,0.011252343654632568,84.31372833251953,1389.0,83.52941131591797,11.0,,3.911855936050415,3.8105247020721436,0.3105137050151825,Sat Mar 07 08:09:29 MEZ 2015,07Mär.2015 08:09:28.038
6.0949161,50.77690554,4.0,14.399999618530273,212.0,0.0038738250732421875,62.74509811401367,1434.0,83.52941131591797,11.0,,5.632391452789307,3.8403913974761963,0.3171633183956146,Sat Mar 07 08:09:30 MEZ 2015,07Mär.2015 08:09:29.040
6.09489791,50.77712197,9.0,32.39999771118164,213.0,0.050128400325775146,61.17647171020508,1449.0,83.52941131591797,9.0,,6.113088607788086,3.8770480155944824,0.3412740230560303,Sat Mar 07 08:09:31 MEZ 2015,07Mär.2015 08:09:30.037
6.09487005,50.77721954,9.5,34.20000076293945,213.0,0.04256933927536011,50.58823776245117,1449.0,83.52941131591797,9.0,,6.500088214874268,3.8770480155944824,0.3523045480251312,Sat Mar 07 08:09:32 MEZ 2015,07Mär.2015 08:09:31.038
6.09483469,50.77731819,9.5,34.20000076293945,213.0,0.00711512565612793,52.156864166259766,1424.0,83.52941131591797,9.0,,6.927499771118164,3.9736294746398926,0.3635586202144623,Sat Mar 07 08:09:33 MEZ 2015,07Mär.2015 08:09:32.039
6.09482387,50.77739996,9.5,34.20000076293945,213.0,0.007340133190155029,51.764705657958984,1415.0,83.52941131591797,8.0,,6.749988079071045,4.016342639923096,0.3726870119571686,Sat Mar 07 08:09:34 MEZ 2015,07Mär.2015 08:09:33.038
6.09481757,50.77748093,9.25,33.29999923706055,214.0,0.04203313589096069,40.0,1400.5,83.52941131591797,8.0,,7.531208515167236,4.069598197937012,0.3817054033279419,Sat Mar 07 08:09:35 MEZ 2015,07Mär.2015 08:09:34.039
6.09477758,50.77756297,9.25,33.29999923706055,214.0,0.0359380841255188,33.33333206176758,1347.5,83.52941131591797,8.0,,8.152748107910156,4.192301273345947,0.39125779271125793,Sat Mar 07 08:09:36 MEZ 2015,07Mär.2015 08:09:35.039
6.09477562,50.77767747,9.0,32.39999771118164,211.0,0.0128287672996521,31.764705657958984,1300.0,83.52941131591797,7.0,,9.376374244689941,4.267433166503906,0.40399599075317383,Sat Mar 07 08:09:37 MEZ 2015,07Mär.2015 08:09:36.056
6.09474825,50.77776067,8.5,30.599998474121094,211.0,0.04995471239089966,0.0,1220.5,83.52941131591797,6.0,,10.63431453704834,4.358388423919678,0.413450688123703,Sat Mar 07 08:09:38 MEZ 2015,07Mär.2015 08:09:37.037
6.09473142,50.77782665,7.5,27.0,210.0,0.028818905353546143,0.0,1052.0,83.52941131591797,4.0,,7.844269275665283,4.4074859619140625,0.42088595032691956,Sat Mar 07 08:09:39 MEZ 2015,07Mär.2015 08:09:38.048
6.09471961,50.77789004,6.75,24.299999237060547,211.0,0.0382809042930603,3.9215686321258545,956.5,83.52941131591797,5.0,,9.70629596710205,4.481080055236816,0.427986741065979,Sat Mar 07 08:09:40 MEZ 2015,07Mär.2015 08:09:39.038
6.09469347,50.77794578,6.25,22.5,211.0,0.021149933338165283,25.098039627075195,911.0,83.52941131591797,4.0,,7.6727752685546875,4.524802207946777,0.4344557821750641,Sat Mar 07 08:09:41 MEZ 2015,07Mär.2015 08:09:40.038
6.09467968,50.77798274,5.5,19.799999237060547,211.0,0.02454906702041626,26.27450942993164,920.0,83.52941131591797,5.0,,5.609428405761719,4.539459228515625,0.43868082761764526,Sat Mar 07 08:09:42 MEZ 2015,07Mär.2015 08:09:41.045
6.09463566,50.77800718,3.75,13.5,213.0,0.009003818035125732,27.05882453918457,923.0,83.52941131591797,5.0,,4.566668510437012,4.539459228515625,0.44280779361724854,Sat Mar 07 08:09:43 MEZ 2015,07Mär.2015 08:09:42.038
